date,open,high,low,close,volume
2017-08-27 13:30:00,332.77,338.42,330.73,333.94,857.24989
2017-08-27 17:30:00,333.93,336.99,331.88,334.67,665.54231
2017-08-27 21:30:00,335.04,341.47,332.97,339.64,795.13177
2017-08-28 01:30:00,341.47,348.13,337.12,348.13,571.72404
2017-08-28 05:30:00,348.11,351.0,343.44,343.44,740.63428
2017-08-28 09:30:00,343.43,343.69,331.95,338.77,1139.94898
2017-08-28 13:30:00,340.89,342.86,336.54,341.9,636.04761
2017-08-28 17:30:00,339.62,347.41,339.34,341.83,587.29518
2017-08-28 21:30:00,341.83,347.42,340.49,344.3,759.06227
2017-08-29 01:30:00,342.54,348.5,342.16,346.0,416.19338
2017-08-29 05:30:00,347.0,353.23,346.0,350.03,276.84576
2017-08-29 09:30:00,351.19,360.79,350.02,354.18,381.6272
2017-08-29 13:30:00,354.17,367.13,354.01,356.75,463.44028
2017-08-29 17:30:00,358.1,367.4,358.1,364.57,737.9557
2017-08-29 21:30:00,365.74,373.66,362.79,367.44,694.84255
2017-08-30 01:30:00,367.44,377.6,367.36,374.7,477.42276
2017-08-30 05:30:00,374.7,377.8,367.37,373.0,344.29846
2017-08-30 09:30:00,373.0,393.71,372.92,378.14,452.43879
2017-08-30 13:30:00,378.16,384.33,362.05,375.9,1349.92146
2017-08-30 17:30:00,373.01,385.33,370.49,379.38,1027.5116
2017-08-30 21:30:00,379.38,389.8,378.72,383.38,678.10192
2017-08-31 01:30:00,385.34,387.29,380.74,385.93,594.32385
2017-08-31 05:30:00,384.64,384.64,377.78,383.51,676.3998
2017-08-31 09:30:00,383.66,385.94,379.21,383.14,482.67689
2017-08-31 13:30:00,381.89,387.42,378.85,387.42,788.3641
2017-08-31 17:30:00,385.82,389.36,383.48,383.76,905.28394
2017-08-31 21:30:00,384.38,387.39,383.13,384.45,878.88372
2017-09-01 01:30:00,385.1,388.25,383.19,384.79,704.2601
2017-09-01 05:30:00,386.44,394.39,384.79,390.86,752.09698
2017-09-01 09:30:00,392.65,394.27,383.18,388.4,754.44472
2017-09-01 13:30:00,389.48,393.08,387.46,389.64,865.19825
2017-09-01 17:30:00,389.56,391.2,385.88,387.01,827.84309
2017-09-01 21:30:00,387.91,393.4,386.05,388.08,797.61671
2017-09-02 01:30:00,389.62,394.02,388.08,388.46,201.48459
2017-09-02 05:30:00,388.58,394.32,373.66,378.52,916.21546
2017-09-02 09:30:00,378.51,379.6,347.0,363.7,1906.75794
2017-09-02 13:30:00,364.83,364.84,350.42,357.0,1296.25993
2017-09-02 17:30:00,358.25,360.28,327.09,341.72,1569.16565
2017-09-02 21:30:00,341.72,345.27,329.73,336.18,1353.98239
2017-09-03 01:30:00,338.08,343.15,320.08,343.14,1197.94587
2017-09-03 05:30:00,343.56,352.67,340.2,348.85,1014.47822
2017-09-03 09:30:00,348.85,367.28,348.84,357.81,697.53237
2017-09-03 13:30:00,357.82,363.45,334.75,336.54,1200.03896
2017-09-03 17:30:00,337.69,348.22,320.08,329.34,1590.16682
2017-09-03 21:30:00,329.35,347.73,328.3,343.03,451.76818
2017-09-04 01:30:00,343.61,347.68,337.35,341.77,299.63756
2017-09-04 05:30:00,339.29,344.55,328.27,329.62,348.0023
2017-09-04 09:30:00,329.62,339.26,270.38,275.01,1369.08087
2017-09-04 13:30:00,284.51,314.27,270.0,289.93,2246.11858
2017-09-04 17:30:00,286.35,298.18,267.94,269.54,1435.02347
2017-09-04 21:30:00,268.93,302.55,268.2,296.43,660.72272
2017-09-05 01:30:00,299.04,312.92,282.36,283.77,678.86267
2017-09-05 05:30:00,286.81,298.74,235.55,271.12,2602.05439
2017-09-05 09:30:00,269.61,297.25,268.11,296.52,1541.68659
2017-09-05 13:30:00,296.56,299.64,282.52,295.98,1497.65197
2017-09-05 17:30:00,295.79,304.99,289.1,291.66,1281.64552
2017-09-05 21:30:00,290.07,321.52,285.94,318.26,677.80125
2017-09-06 01:30:00,318.71,320.45,309.76,312.09,743.57952
2017-09-06 05:30:00,313.29,333.12,312.09,325.73,1625.39279
2017-09-06 09:30:00,325.55,328.06,314.76,318.53,886.19577
2017-09-06 13:30:00,320.31,335.02,319.02,335.02,1046.05074
2017-09-06 17:30:00,331.73,335.24,321.01,335.0,1719.35362
2017-09-07 01:30:00,335.0,336.34,335.0,335.0,209.31696
2017-09-07 05:30:00,335.01,335.01,320.35,326.59,695.13817
2017-09-07 09:30:00,326.59,330.45,321.31,323.57,257.51863
2017-09-07 13:30:00,323.57,332.53,320.17,329.94,470.73116
2017-09-07 17:30:00,329.94,338.38,327.79,337.0,963.8723
2017-09-07 21:30:00,337.0,342.5,328.81,333.52,522.99046
2017-09-08 01:30:00,334.77,338.35,329.15,334.49,193.64673
2017-09-08 05:30:00,334.49,335.1,326.79,330.0,380.72444
2017-09-08 09:30:00,329.35,331.68,324.72,329.57,297.62059
2017-09-08 13:30:00,329.57,333.76,329.57,331.53,288.20259
2017-09-08 17:30:00,330.1,331.57,272.0,294.05,2343.12862
2017-09-08 21:30:00,294.06,310.46,280.8,294.06,899.60081
2017-09-09 01:30:00,294.06,306.9,281.52,302.99,706.47988
2017-09-09 05:30:00,300.01,302.0,286.96,292.31,794.06721
2017-09-09 09:30:00,292.31,306.42,281.66,299.68,471.38503
2017-09-09 13:30:00,301.0,303.0,295.0,303.0,233.06016
2017-09-09 17:30:00,300.83,307.0,295.01,298.98,521.54298
2017-09-09 21:30:00,298.61,298.98,285.17,298.76,372.28872
2017-09-10 01:30:00,298.62,302.77,294.56,296.74,348.24412
2017-09-10 05:30:00,296.72,299.0,281.51,290.58,564.96572
2017-09-10 09:30:00,285.67,291.0,261.03,276.86,1045.20535
2017-09-10 13:30:00,276.86,287.05,265.0,280.22,1134.57261
2017-09-10 17:30:00,281.8,288.0,279.98,283.2,483.87901
2017-09-10 21:30:00,283.13,302.78,283.0,302.78,608.61377
2017-09-11 01:30:00,302.78,302.78,291.87,293.5,319.21453
2017-09-11 05:30:00,293.51,304.98,285.21,301.76,2013.88975
2017-09-11 09:30:00,301.73,304.89,286.82,293.96,1475.9681
2017-09-11 13:30:00,293.35,297.36,288.98,294.46,385.84526
2017-09-11 17:30:00,293.44,300.97,292.16,299.2,552.72849
2017-09-11 21:30:00,299.2,301.99,294.77,295.56,247.92173
2017-09-12 01:30:00,296.17,297.74,293.38,297.3,153.29314
2017-09-12 05:30:00,297.78,304.41,297.51,304.41,1075.62978
2017-09-12 09:30:00,303.01,316.46,302.62,314.15,1060.98838
2017-09-12 13:30:00,313.7,313.7,302.32,310.95,782.33129
2017-09-12 17:30:00,311.25,311.81,300.0,304.21,1403.04238
2017-09-12 21:30:00,304.06,305.22,286.01,295.07,698.70823
2017-09-13 01:30:00,293.82,297.66,291.42,293.96,155.61396
2017-09-13 05:30:00,293.93,294.5,275.0,275.0,1088.34772
2017-09-13 09:30:00,276.5,283.74,267.0,277.83,765.54219
2017-09-13 13:30:00,278.55,280.63,262.0,263.84,1453.0078
2017-09-13 17:30:00,263.26,274.21,257.05,266.93,1715.55432
2017-09-13 21:30:00,266.93,278.24,264.95,266.1,816.20735
2017-09-14 01:30:00,269.1,282.77,268.01,276.91,612.56898
2017-09-14 05:30:00,275.76,283.77,270.0,270.0,730.37941
2017-09-14 09:30:00,270.0,275.0,266.95,270.85,640.59746
2017-09-14 13:30:00,270.85,273.0,238.34,238.39,3489.3471
2017-09-14 17:30:00,238.43,253.01,229.77,243.48,3489.76076
2017-09-14 21:30:00,241.95,244.99,221.5,234.22,2018.08109
2017-09-15 01:30:00,234.22,240.49,215.0,215.21,2233.79094
2017-09-15 05:30:00,217.0,243.96,212.11,234.0,2143.814
2017-09-15 09:30:00,234.53,235.0,212.11,220.0,1948.03386
2017-09-15 13:30:00,218.93,225.91,192.0,199.28,2766.15251
2017-09-15 17:30:00,199.28,270.93,195.09,262.28,4298.87988
2017-09-15 21:30:00,257.03,267.69,235.03,259.01,1888.29606
2017-09-16 01:30:00,259.01,263.4,252.85,253.0,1178.71899
2017-09-16 05:30:00,255.99,269.99,250.0,259.0,1978.90843
2017-09-16 09:30:00,258.99,271.81,256.0,263.55,2328.28181
2017-09-16 13:30:00,263.55,268.72,235.51,249.99,2955.2314
2017-09-16 17:30:00,249.99,258.19,242.3,243.0,1579.13798
2017-09-16 21:30:00,244.0,257.0,243.0,246.62,1024.07932
2017-09-17 01:30:00,252.26,256.0,245.75,249.31,496.42117
2017-09-17 05:30:00,249.32,252.54,244.0,245.02,817.74484
2017-09-17 09:30:00,245.02,249.97,242.0,242.09,689.05614
2017-09-17 13:30:00,242.1,246.0,239.02,242.84,954.31064
2017-09-17 17:30:00,241.27,254.0,240.05,253.25,959.04645
2017-09-17 21:30:00,253.0,264.39,252.01,262.06,760.55003
2017-09-18 01:30:00,262.21,263.97,257.0,257.55,433.82527
2017-09-18 05:30:00,257.53,285.01,257.11,282.0,1231.17685
2017-09-18 09:30:00,283.0,299.0,278.88,289.05,910.52775
2017-09-18 13:30:00,291.0,291.0,279.61,288.88,409.25942
2017-09-18 17:30:00,288.88,306.22,285.06,290.87,1369.73879
2017-09-18 21:30:00,290.11,293.87,285.1,288.0,115.94574
2017-09-19 01:30:00,289.0,296.0,289.0,294.57,89.32196
2017-09-19 05:30:00,296.0,300.0,287.0,289.87,340.59886
2017-09-19 09:30:00,288.01,289.84,277.41,277.41,449.50527
2017-09-19 13:30:00,279.65,294.99,279.65,289.0,346.3444
2017-09-19 17:30:00,286.0,290.0,284.0,289.98,260.13781
2017-09-19 21:30:00,289.44,289.96,282.0,282.0,236.76833
2017-09-20 01:30:00,282.0,286.98,278.0,284.0,236.55385
2017-09-20 05:30:00,284.01,284.96,280.0,281.0,230.6785
2017-09-20 09:30:00,280.02,288.0,275.91,288.0,165.8878
2017-09-20 13:30:00,286.09,286.91,280.98,284.05,149.50263
2017-09-20 17:30:00,283.99,294.0,283.99,291.01,346.22237
2017-09-20 21:30:00,291.0,293.94,288.0,288.0,84.90224
2017-09-21 01:30:00,289.0,290.0,282.0,282.0,83.3738
2017-09-21 05:30:00,285.1,286.0,280.01,280.01,209.78698
2017-09-21 09:30:00,280.0,285.0,278.05,285.0,128.26039
2017-09-21 13:30:00,285.0,287.0,282.09,282.83,154.72323
2017-09-21 17:30:00,282.65,284.11,265.5,267.02,543.28548
2017-09-21 21:30:00,270.77,270.8,255.02,260.87,513.98788
2017-09-22 01:30:00,257.99,264.43,252.1,257.0,362.51187
2017-09-22 05:30:00,258.0,268.0,258.0,268.0,370.89952
2017-09-22 09:30:00,265.07,272.97,263.32,263.32,271.93668
2017-09-22 13:30:00,263.32,264.79,253.5,254.22,224.71564
2017-09-22 17:30:00,256.36,262.01,253.01,253.01,362.84121
2017-09-22 21:30:00,254.88,259.99,254.88,259.99,106.84895
2017-09-23 01:30:00,259.99,266.61,259.5,264.0,127.2705
2017-09-23 05:30:00,259.99,263.99,255.11,263.0,135.50806
2017-09-23 09:30:00,262.0,268.7,261.34,265.27,119.83588
2017-09-23 13:30:00,266.99,282.83,266.99,282.8,281.93736
2017-09-23 17:30:00,282.8,283.09,275.55,280.0,163.90341
2017-09-23 21:30:00,278.21,285.0,277.07,283.0,1044.0681
2017-09-24 01:30:00,281.3,286.23,278.77,285.93,1079.08291
2017-09-24 05:30:00,286.5,294.61,282.44,293.19,963.58239
2017-09-24 09:30:00,293.19,293.19,275.0,278.5,1617.41514
2017-09-24 13:30:00,278.95,282.95,277.95,280.47,947.05849
2017-09-24 17:30:00,280.51,288.18,280.4,284.84,969.79397
2017-09-24 21:30:00,285.5,287.14,277.06,284.99,614.92976
2017-09-25 01:30:00,285.0,287.0,281.96,282.0,462.76447
2017-09-25 05:30:00,282.0,290.8,281.34,285.32,1143.94241
2017-09-25 09:30:00,285.02,291.3,285.02,289.5,970.67838
2017-09-25 13:30:00,289.5,290.9,287.06,288.13,855.93907
2017-09-25 17:30:00,288.0,297.12,287.0,295.0,1255.45033
2017-09-25 21:30:00,295.06,299.0,291.03,294.43,1094.81257
2017-09-26 01:30:00,294.47,297.51,292.81,294.42,549.65759
2017-09-26 05:30:00,294.42,296.81,291.25,291.26,833.37745
2017-09-26 09:30:00,291.51,295.47,287.94,293.5,785.2936
2017-09-26 13:30:00,293.0,294.99,289.56,292.82,922.53081
2017-09-26 17:30:00,292.82,295.52,289.53,289.54,721.15236
2017-09-26 21:30:00,289.54,291.0,286.46,287.55,675.06724
2017-09-27 01:30:00,287.55,290.99,286.24,287.9,629.50658
2017-09-27 05:30:00,289.91,292.0,286.13,291.02,697.90881
2017-09-27 09:30:00,291.02,292.88,289.42,291.0,552.11201
2017-09-27 13:30:00,289.45,299.0,287.78,295.77,1260.33441
2017-09-27 17:30:00,295.71,303.49,294.02,298.68,1353.84499
2017-09-27 21:30:00,299.84,309.39,297.01,308.64,878.20414
2017-09-28 01:30:00,308.64,313.0,304.89,309.74,775.69946
2017-09-28 05:30:00,309.81,310.41,303.05,308.39,1051.29649
2017-09-28 09:30:00,308.41,311.81,304.89,305.57,1148.45035
2017-09-28 13:30:00,306.17,310.63,300.0,300.7,1838.5791
2017-09-28 17:30:00,300.76,304.5,297.73,299.42,975.79858
2017-09-28 21:30:00,299.42,303.61,298.0,298.0,769.13689
2017-09-29 01:30:00,299.68,304.06,296.89,302.44,817.64781
2017-09-29 05:30:00,302.44,303.0,274.0,280.0,3799.87279
2017-09-29 09:30:00,280.0,291.0,276.11,290.49,2027.92905
2017-09-29 13:30:00,290.47,299.11,285.55,297.01,1835.09054
2017-09-29 17:30:00,297.01,302.97,291.01,293.14,1521.09507
2017-09-29 21:30:00,293.14,298.6,290.11,292.81,851.76953
2017-09-30 01:30:00,292.81,297.1,290.7,292.22,1053.44204
2017-09-30 05:30:00,292.62,302.45,292.22,302.01,730.63802
2017-09-30 09:30:00,302.0,306.5,296.51,301.01,821.22699
2017-09-30 13:30:00,300.02,307.47,298.21,303.57,831.66199
2017-09-30 17:30:00,303.02,306.0,301.18,304.9,706.03087
2017-09-30 21:30:00,305.42,307.49,301.21,304.01,634.20705
2017-10-01 01:30:00,304.01,307.4,302.01,304.36,296.84303
2017-10-01 05:30:00,305.13,305.5,298.08,299.3,798.11708
2017-10-01 09:30:00,299.0,301.39,298.08,300.52,870.88727
2017-10-01 13:30:00,300.76,302.85,300.0,300.35,595.66006
2017-10-01 17:30:00,300.35,301.0,294.0,300.22,1470.35715
2017-10-01 21:30:00,300.21,303.31,298.77,302.0,374.10597
2017-10-02 01:30:00,302.64,306.0,299.83,303.95,950.93005
2017-10-02 05:30:00,303.94,305.0,300.2,301.46,737.57456
2017-10-02 09:30:00,301.76,304.87,300.21,302.38,890.96869
2017-10-02 13:30:00,301.76,304.85,300.0,300.41,699.88817
2017-10-02 17:30:00,300.4,301.99,296.71,300.8,733.53568
2017-10-02 21:30:00,300.19,301.83,295.0,296.87,430.01301
2017-10-03 01:30:00,297.5,299.92,295.73,296.5,218.85736
2017-10-03 05:30:00,298.15,301.99,296.6,300.99,684.99514
2017-10-03 09:30:00,299.41,301.0,290.06,291.77,2055.43645
2017-10-03 13:30:00,291.76,293.36,283.18,291.0,1146.78238
2017-10-03 17:30:00,292.0,292.99,285.8,291.29,525.51676
2017-10-03 21:30:00,291.29,293.0,288.54,291.13,681.25733
2017-10-04 01:30:00,290.13,293.7,287.14,292.48,452.86896
2017-10-04 05:30:00,292.47,295.31,291.02,293.41,820.70729
2017-10-04 09:30:00,293.41,297.97,292.3,295.89,885.52251
2017-10-04 13:30:00,295.89,295.89,290.55,292.58,774.59237
2017-10-04 17:30:00,292.59,294.39,288.0,294.38,586.87581
2017-10-04 21:30:00,294.38,294.39,289.06,291.25,570.0884
2017-10-05 01:30:00,291.11,293.0,288.0,291.99,377.10154
2017-10-05 05:30:00,290.0,294.8,289.0,289.71,417.56587
2017-10-05 09:30:00,289.82,290.27,285.53,289.12,991.74899
2017-10-05 13:30:00,288.81,292.76,286.0,289.72,557.24589
2017-10-05 17:30:00,290.39,296.17,289.29,294.51,614.89122
2017-10-05 21:30:00,295.0,297.0,293.6,296.99,640.43676
2017-10-06 01:30:00,296.99,297.44,294.03,294.81,190.50143
2017-10-06 05:30:00,294.78,297.5,293.78,295.52,411.40601
2017-10-06 09:30:00,295.01,301.9,294.26,300.29,783.80354
2017-10-06 13:30:00,299.81,302.9,298.58,301.22,710.78991
2017-10-06 17:30:00,301.89,303.89,298.24,301.67,794.09618
2017-10-06 21:30:00,301.68,303.99,300.57,302.01,505.44025
2017-10-07 01:30:00,302.37,310.8,300.45,310.8,335.4877
2017-10-07 05:30:00,309.9,314.28,309.0,311.56,475.25616
2017-10-07 09:30:00,312.42,312.46,303.6,307.01,395.99279
2017-10-07 13:30:00,306.71,310.99,305.61,306.0,303.80651
2017-10-07 17:30:00,306.0,311.89,304.99,310.06,292.92174
2017-10-07 21:30:00,310.01,311.68,307.86,308.02,216.05506
2017-10-08 01:30:00,308.02,318.5,306.34,311.01,481.7585
2017-10-08 05:30:00,311.08,314.46,311.01,312.75,479.63782
2017-10-08 09:30:00,312.5,314.44,310.47,311.38,329.24393
2017-10-08 13:30:00,312.0,313.0,309.5,310.43,501.61478
2017-10-08 17:30:00,310.44,316.47,309.5,313.97,670.88362
2017-10-08 21:30:00,313.5,317.07,310.77,311.66,438.93374
2017-10-09 01:30:00,311.53,314.17,309.0,311.07,540.61809
2017-10-09 05:30:00,311.13,312.13,305.0,305.5,523.67357
2017-10-09 09:30:00,305.0,310.0,303.0,304.02,518.42806
2017-10-09 13:30:00,305.01,306.95,302.32,305.63,334.30214
2017-10-09 17:30:00,305.63,309.31,297.0,300.01,956.81031
2017-10-09 21:30:00,300.01,300.92,286.65,288.26,1209.90629
2017-10-10 01:30:00,290.14,300.0,288.8,297.19,1342.25826
2017-10-10 05:30:00,297.35,299.12,293.55,298.55,1358.75713
2017-10-10 09:30:00,298.55,300.0,293.0,296.0,606.75283
2017-10-10 13:30:00,296.54,301.48,293.0,299.21,839.29898
2017-10-10 17:30:00,299.58,307.21,299.53,305.42,1168.1671
2017-10-10 21:30:00,307.21,308.56,300.64,300.71,1641.8397
2017-10-11 01:30:00,302.41,304.42,297.9,298.64,1134.45894
2017-10-11 05:30:00,300.88,305.5,298.61,302.27,1444.91162
2017-10-11 09:30:00,302.27,305.48,300.0,303.75,651.77038
2017-10-11 13:30:00,302.47,304.64,298.02,301.73,874.196
2017-10-11 17:30:00,301.72,303.99,299.76,299.82,373.53497
2017-10-11 21:30:00,299.86,304.77,299.2,304.03,231.30944
2017-10-12 01:30:00,303.0,304.01,300.59,304.01,148.96389
2017-10-12 05:30:00,304.01,308.01,303.6,305.55,574.05093
2017-10-12 09:30:00,307.0,309.35,305.4,307.09,415.60345
2017-10-12 13:30:00,306.02,310.0,303.8,306.0,1887.19434
2017-10-12 17:30:00,306.0,308.73,304.5,306.45,1894.1304
2017-10-12 21:30:00,306.45,308.0,302.71,305.99,1537.17222
2017-10-13 01:30:00,305.95,308.02,303.77,303.99,1519.60462
2017-10-13 05:30:00,303.52,305.89,297.0,304.73,3858.40069
2017-10-13 09:30:00,304.64,339.5,303.0,328.0,4071.43779
2017-10-13 13:30:00,328.53,333.0,323.81,330.44,3430.47071
2017-10-13 17:30:00,330.43,353.96,328.01,341.5,3151.46051
2017-10-13 21:30:00,342.22,351.99,341.19,341.36,1974.48408
2017-10-14 01:30:00,341.36,343.99,333.15,337.96,1439.11207
2017-10-14 05:30:00,337.96,345.0,335.0,342.04,1192.77524
2017-10-14 09:30:00,343.99,349.77,340.11,346.53,1448.47607
2017-10-14 13:30:00,347.48,349.8,340.11,341.91,1492.85955
2017-10-14 17:30:00,341.91,345.93,340.17,344.04,1318.47327
2017-10-14 21:30:00,344.15,349.79,343.01,348.06,1455.54371
2017-10-15 01:30:00,348.05,348.12,340.0,342.0,823.83685
2017-10-15 05:30:00,342.0,348.0,337.62,338.03,1739.98428
2017-10-15 09:30:00,338.04,345.04,337.03,341.49,1452.88733
2017-10-15 13:30:00,341.4,341.88,316.17,318.06,2754.65635
2017-10-15 17:30:00,319.3,335.27,318.8,333.56,1862.35778
2017-10-15 21:30:00,333.55,333.91,325.15,330.36,1338.76889
2017-10-16 01:30:00,330.38,337.99,326.97,337.96,862.69245
2017-10-16 05:30:00,337.5,352.21,336.01,342.86,1423.99437
2017-10-16 09:30:00,342.87,354.0,336.05,339.99,1914.38387
2017-10-16 13:30:00,339.99,345.8,337.03,340.99,1596.1144
2017-10-16 17:30:00,340.24,346.92,338.96,338.96,1387.44761
2017-10-16 21:30:00,341.99,342.47,332.78,334.31,1392.61027
2017-10-17 01:30:00,334.31,338.0,332.78,335.19,948.92045
2017-10-17 05:30:00,335.18,336.58,326.0,327.02,1224.6327
2017-10-17 09:30:00,327.49,330.54,324.93,326.73,1198.30935
2017-10-17 13:30:00,326.81,333.55,321.24,323.35,1015.45172
2017-10-17 17:30:00,321.26,327.66,320.46,322.29,1416.3257
2017-10-17 21:30:00,322.29,323.0,317.01,322.88,1843.85224
2017-10-18 01:30:00,322.89,323.0,312.65,315.19,1448.17185
2017-10-18 05:30:00,315.19,316.01,301.71,305.51,2576.57723
2017-10-18 09:30:00,306.0,318.0,300.0,302.7,2613.28432
2017-10-18 13:30:00,300.01,302.62,295.2,297.25,2596.04466
2017-10-18 17:30:00,295.61,307.08,284.68,306.4,2288.13356
2017-10-18 21:30:00,305.1,307.5,300.01,303.04,1322.31252
2017-10-19 01:30:00,303.04,313.98,300.27,309.7,1511.69311
2017-10-19 05:30:00,311.52,315.0,307.33,311.03,1532.50602
2017-10-19 09:30:00,307.77,312.06,301.22,305.01,1054.74677
2017-10-19 13:30:00,305.02,309.0,304.4,307.01,1654.37482
2017-10-19 17:30:00,307.0,313.93,300.0,305.65,1526.78916
2017-10-19 21:30:00,305.66,311.98,304.8,306.02,1543.0624
2017-10-20 01:30:00,308.8,311.35,305.79,308.66,1367.26822
2017-10-20 05:30:00,308.66,308.66,305.48,307.91,1023.06323
2017-10-20 09:30:00,307.04,308.69,302.13,302.37,1355.2104
2017-10-20 13:30:00,302.4,306.87,302.01,303.27,991.50978
2017-10-20 17:30:00,303.25,311.18,303.0,305.55,2132.30146
2017-10-20 21:30:00,305.98,308.83,303.07,305.02,1705.2157
2017-10-21 01:30:00,304.36,307.42,302.0,304.51,1532.01707
2017-10-21 05:30:00,304.51,305.34,295.0,299.95,2017.23891
2017-10-21 09:30:00,298.0,302.14,294.2,297.95,1605.98296
2017-10-21 13:30:00,298.09,302.13,294.66,295.48,1363.99449
2017-10-21 17:30:00,294.66,295.84,290.16,291.12,1147.40729
2017-10-21 21:30:00,292.18,298.99,290.0,296.34,1141.28288
2017-10-22 01:30:00,296.34,302.25,293.31,298.94,1315.72468
2017-10-22 05:30:00,298.99,306.99,298.92,302.3,942.13393
2017-10-22 09:30:00,302.32,302.5,293.31,295.98,1777.12487
2017-10-22 13:30:00,295.99,296.98,290.0,292.52,1393.98564
2017-10-22 17:30:00,292.52,297.96,290.01,297.53,1282.09295
2017-10-22 21:30:00,297.34,297.71,290.55,290.56,1016.19025
2017-10-23 01:30:00,290.55,295.78,290.01,293.79,761.54129
2017-10-23 05:30:00,293.78,294.6,290.01,290.26,1282.19891
2017-10-23 09:30:00,290.24,292.97,286.0,286.11,1518.50791
2017-10-23 13:30:00,286.02,287.2,280.97,286.9,2048.86086
2017-10-23 17:30:00,286.9,288.73,272.2,279.48,2095.45075
2017-10-23 21:30:00,279.49,284.3,275.1,283.39,1409.46653
2017-10-24 01:30:00,283.39,284.48,280.0,281.09,1304.29908
2017-10-24 05:30:00,282.27,310.0,275.5,298.44,3753.80144
